fdc_id,description,data_type,food_category_id,publication_date,calories,protein_g,fat_g,carbs_g,fiber_g
172069,"McDONALD'S, Bacon Egg & Cheese Biscuit",sr_legacy_food,21,2019-04-01,304.0,13.45,18.77,22.26,0.9
172070,"McDONALD'S, Sausage Biscuit",sr_legacy_food,21,2019-04-01,1573.0,9.62,25.4,27.2,1.2
172071,"McDONALD'S, Sausage Biscuit with Egg",sr_legacy_food,21,2019-04-01,311.0,11.27,22.26,19.28,0.8
172072,McDONALD'S Bacon Ranch Salad with Crispy Chicken,sr_legacy_food,21,2019-04-01,512.0,8.82,6.3,6.08,1.0
172073,"McDONALD'S, Bacon Ranch Salad without chicken",sr_legacy_food,21,2019-04-01,61.0,4.14,3.64,4.2,1.5
172074,"McDONALD'S, Side Salad",sr_legacy_food,21,2019-04-01,85.0,1.03,0.19,4.3,1.6
172075,"McDONALD'S, Fruit 'n Yogurt Parfait",sr_legacy_food,21,2019-04-01,105.0,2.73,1.3,20.72,1.0
172076,"BURGER KING, CROISSAN'WICH with Egg and Cheese",sr_legacy_food,21,2019-04-01,1182.0,10.35,15.78,24.79,0.7
172077,"BURGER KING, french toast sticks",sr_legacy_food,21,2019-04-01,349.0,6.0,17.74,41.21,1.4
172078,"BURGER KING, Hash Brown Rounds",sr_legacy_food,21,2019-04-01,302.0,2.8,19.3,29.37,2.3
172079,"Fast foods, miniature cinnamon rolls",sr_legacy_food,21,2019-04-01,403.0,7.02,17.95,53.38,2.2
172080,"Fast foods, hamburger; double, large patty; with condiments, vegetables and mayonnaise",sr_legacy_food,21,2019-04-01,252.0,13.94,15.66,13.74,1.4
172081,"Fast foods, cheeseburger; single, large patty; with condiments, vegetables and mayonnaise",sr_legacy_food,21,2019-04-01,268.0,13.69,15.8,17.73,1.1
172082,"Fast foods, cheeseburger; single, large patty; with condiments",sr_legacy_food,21,2019-04-01,1127.0,15.21,14.4,19.72,1.2
172083,"Fast Foods, cheeseburger; double, large patty; with condiments, vegetables and mayonnaise",sr_legacy_food,21,2019-04-01,253.0,15.5,15.63,12.62,1.3
172084,"Fast foods, cheeseburger; double, regular patty; double decker bun with condiments and special sauce",sr_legacy_food,21,2019-04-01,1091.0,11.94,14.1,21.53,1.4
172085,"Light Ice Cream, soft serve, blended with cookie pieces",sr_legacy_food,21,2019-04-01,707.0,3.97,5.66,25.55,0.1
172086,"POPEYES, biscuit",sr_legacy_food,21,2019-04-01,1679.0,6.0,23.71,40.95,3.8
172087,"POPEYES, Coleslaw",sr_legacy_food,21,2019-04-01,674.0,0.98,11.18,14.12,1.7
172088,"POPEYES, Mild Chicken Strips, analyzed 2006",sr_legacy_food,21,2019-04-01,271.0,19.2,13.01,19.31,0.8
172089,"Spaghetti with meat sauce, frozen entree",sr_legacy_food,22,2019-04-01,90.0,5.05,1.01,15.24,1.8
172090,"Beef macaroni with tomato sauce, frozen entree, reduced fat",sr_legacy_food,22,2019-04-01,475.0,5.89,1.96,17.99,1.4
172091,"Pasta with Sliced Franks in Tomato Sauce, canned entree",sr_legacy_food,22,2019-04-01,375.0,4.37,2.38,12.7,1.6
172092,"Turkey Pot Pie, frozen entree",sr_legacy_food,22,2019-04-01,736.0,6.5,8.8,17.7,1.1
172093,"Beef Pot Pie, frozen entree, prepared",sr_legacy_food,22,2019-04-01,919.0,7.25,11.39,22.05,0.8
172094,"Tortellini, pasta with cheese filling, fresh-refrigerated, as purchased",sr_legacy_food,22,2019-04-01,1284.0,13.5,7.23,47.0,1.9
172095,"Pizza, meat topping, thick crust, frozen, cooked",sr_legacy_food,21,2019-04-01,1145.0,11.76,11.52,30.76,2.3
172096,"Pizza, pepperoni topping, regular crust, frozen, cooked",sr_legacy_food,21,2019-04-01,274.0,14.38,13.13,24.69,2.0
172097,"Chili con carne with beans, canned entree",sr_legacy_food,22,2019-04-01,447.0,5.8,3.47,13.1,3.3
172098,"Chili, no beans, canned entree",sr_legacy_food,22,2019-04-01,118.0,7.53,7.1,6.1,0.5
172099,"Spaghetti, with meatballs in tomato sauce, canned",sr_legacy_food,22,2019-04-01,420.0,4.37,4.11,11.45,2.7
172100,"Pasta with tomato sauce, no meat, canned",sr_legacy_food,22,2019-04-01,71.0,2.22,0.71,13.94,0.9
172101,"Lasagna with meat & sauce, low-fat, frozen entree",sr_legacy_food,22,2019-04-01,424.0,6.81,2.23,13.5,1.3
172102,"Burrito, beef and bean, microwaved",sr_legacy_food,22,2019-04-01,298.0,8.73,11.94,38.95,6.9
172103,"Egg rolls, pork, refrigerated, heated",sr_legacy_food,22,2019-04-01,951.0,9.94,8.18,28.49,0.0
172104,"Egg rolls, chicken, refrigerated, heated",sr_legacy_food,22,2019-04-01,822.0,10.44,4.51,28.54,2.4
172105,"Egg rolls, vegetable, frozen, prepared",sr_legacy_food,22,2019-04-01,214.0,5.95,6.97,31.77,2.4
172106,"Lasagna, Vegetable, frozen, baked",sr_legacy_food,22,2019-04-01,139.0,6.87,6.04,14.18,1.9
172107,"HOT POCKETS, meatballs & mozzarella stuffed sandwich, frozen",sr_legacy_food,22,2019-04-01,252.0,9.32,10.23,30.68,2.2
172108,"LEAN POCKETS, Ham N Cheddar",sr_legacy_food,22,2019-04-01,230.0,10.28,6.53,32.52,1.7
172109,"Lean Pockets, Meatballs & Mozzarella",sr_legacy_food,22,2019-04-01,1006.0,10.49,7.7,32.28,2.0
172110,"Chili with beans, microwavable bowls",sr_legacy_food,22,2019-04-01,100.0,5.85,3.68,10.88,2.9
172111,"Chicken, nuggets, dark and white meat, precooked, frozen, not reheated",sr_legacy_food,22,2019-04-01,268.0,12.02,17.31,16.09,1.6
172112,"Chicken, nuggets, white meat, precooked, frozen, not reheated",sr_legacy_food,22,2019-04-01,261.0,14.36,15.42,16.24,0.7
172113,"Ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees",sr_legacy_food,22,2019-04-01,464.0,4.52,2.61,17.31,1.4
172114,"Lasagna with meat sauce, frozen, prepared",sr_legacy_food,22,2019-04-01,564.0,7.28,4.92,15.36,1.7
172115,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",sr_legacy_food,13,2019-04-01,1154.0,25.4,18.57,0.0,0.0
172116,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",sr_legacy_food,13,2019-04-01,208.0,20.69,13.27,0.0,0.0
172117,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",sr_legacy_food,13,2019-04-01,1100.0,26.21,16.75,0.0,0.0
172118,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",sr_legacy_food,13,2019-04-01,223.0,20.11,15.18,0.0,0.0
172119,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",sr_legacy_food,13,2019-04-01,174.0,28.79,5.71,0.0,0.0
172120,"Beef, round, knuckle, tip side, steak, separable lean and fat , trimmed to 0"" fat, select, raw",sr_legacy_food,13,2019-04-01,514.0,21.96,3.24,0.0,0.0
172121,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",sr_legacy_food,13,2019-04-01,160.0,29.24,3.91,0.0,0.0
172122,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, choice, raw",sr_legacy_food,13,2019-04-01,606.0,20.51,6.36,0.0,0.0
172123,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, select, raw",sr_legacy_food,13,2019-04-01,140.0,21.13,5.51,0.0,0.0
172124,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",sr_legacy_food,13,2019-04-01,738.0,26.66,6.94,0.0,0.0
172125,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",sr_legacy_food,13,2019-04-01,182.0,18.75,11.33,0.0,0.0
172126,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",sr_legacy_food,13,2019-04-01,954.0,24.7,13.59,0.0,0.0
172127,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",sr_legacy_food,13,2019-04-01,162.0,26.61,5.32,0.0,0.0
172128,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",sr_legacy_food,13,2019-04-01,150.0,21.24,6.59,0.0,0.0
172129,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",sr_legacy_food,13,2019-04-01,800.0,27.22,8.3,0.0,0.0
172130,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, raw",sr_legacy_food,13,2019-04-01,129.0,22.15,3.83,0.0,0.0
172131,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",sr_legacy_food,13,2019-04-01,702.0,29.08,4.84,0.0,0.0
172132,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, all grades, raw",sr_legacy_food,13,2019-04-01,141.0,20.67,5.88,0.0,0.0
172133,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",sr_legacy_food,13,2019-04-01,761.0,26.3,7.66,0.12,0.0
172134,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",sr_legacy_food,13,2019-04-01,176.0,18.99,10.52,0.0,0.0
172135,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",sr_legacy_food,13,2019-04-01,760.0,27.52,7.1,0.0,0.0
172136,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",sr_legacy_food,13,2019-04-01,172.0,26.45,6.43,0.33,0.0
172137,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, raw",sr_legacy_food,13,2019-04-01,717.0,20.89,9.76,0.0,0.0
172138,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",sr_legacy_food,13,2019-04-01,223.0,30.64,11.16,0.0,0.0
172139,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, raw",sr_legacy_food,13,2019-04-01,641.0,21.61,7.41,0.0,0.0
172140,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",sr_legacy_food,13,2019-04-01,282.0,27.68,19.01,0.0,0.0
172141,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, raw",sr_legacy_food,13,2019-04-01,830.0,19.14,13.44,0.23,0.0
172142,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",sr_legacy_food,13,2019-04-01,206.0,28.11,10.37,0.0,0.0
172143,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",sr_legacy_food,13,2019-04-01,645.0,21.85,7.41,0.0,0.0
172144,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",sr_legacy_food,13,2019-04-01,215.0,27.39,11.75,0.0,0.0
172145,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, all grades, raw",sr_legacy_food,13,2019-04-01,1002.0,19.11,17.91,0.46,0.0
172146,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, cooked, braised",sr_legacy_food,13,2019-04-01,306.0,27.75,21.72,0.0,0.0
172147,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, raw",sr_legacy_food,13,2019-04-01,1053.0,18.72,19.36,0.64,0.0
172148,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, cooked, braised",sr_legacy_food,13,2019-04-01,287.0,29.28,18.84,0.0,0.0
172149,"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",sr_legacy_food,13,2019-04-01,290.0,23.36,21.85,0.0,0.0
172150,"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",sr_legacy_food,13,2019-04-01,1255.0,23.47,22.91,0.0,0.0
172151,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",sr_legacy_food,13,2019-04-01,255.0,18.13,20.31,0.0,0.0
172152,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",sr_legacy_food,13,2019-04-01,1089.0,17.92,20.96,0.0,0.0
172153,"Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",sr_legacy_food,13,2019-04-01,292.0,24.3,21.66,0.0,0.0
172154,"Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",sr_legacy_food,13,2019-04-01,1266.0,23.92,22.98,0.0,0.0
172155,"Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",sr_legacy_food,13,2019-04-01,277.0,24.85,19.68,0.0,0.0
172156,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",sr_legacy_food,13,2019-04-01,1021.0,18.85,18.73,0.0,0.0
172157,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",sr_legacy_food,13,2019-04-01,233.0,30.06,12.54,0.0,0.0
172158,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw",sr_legacy_food,13,2019-04-01,782.0,20.38,11.71,0.0,0.0
172159,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",sr_legacy_food,13,2019-04-01,195.0,20.06,12.78,0.0,0.0
172160,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, raw",sr_legacy_food,13,2019-04-01,730.0,20.87,10.11,0.0,0.0
172161,"Beef, ground, unspecified fat content, cooked",sr_legacy_food,13,2019-04-01,240.0,25.07,14.53,0.62,0.0
172162,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",sr_legacy_food,13,2019-04-01,238.0,17.69,18.44,0.35,0.0
172163,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, raw",sr_legacy_food,13,2019-04-01,929.0,18.43,16.31,0.36,0.0
172164,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",sr_legacy_food,13,2019-04-01,271.0,24.85,19.02,0.0,0.0
172165,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",sr_legacy_food,13,2019-04-01,1194.0,23.89,21.1,0.0,0.0
172166,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",sr_legacy_food,13,2019-04-01,360.0,24.23,29.21,0.0,0.0
172167,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",sr_legacy_food,13,2019-04-01,1556.0,23.34,30.95,0.0,0.0
172168,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",sr_legacy_food,13,2019-04-01,341.0,25.56,26.59,0.0,0.0
172169,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, raw",sr_legacy_food,13,2019-04-01,1354.0,16.15,28.42,0.78,0.0
172170,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",sr_legacy_food,13,2019-04-01,757.0,28.26,7.23,0.73,0.0
172171,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",sr_legacy_food,13,2019-04-01,189.0,28.19,7.96,1.07,0.0
172172,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",sr_legacy_food,13,2019-04-01,710.0,28.36,6.14,0.22,0.0
172173,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, all grades, raw",sr_legacy_food,13,2019-04-01,134.0,21.38,5.36,0.0,0.0
172174,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, choice, raw",sr_legacy_food,13,2019-04-01,576.0,21.34,5.82,0.0,0.0
172175,"Cheese, blue",sr_legacy_food,1,2019-04-01,353.0,21.4,28.74,2.34,0.0
172176,"Cheese, brick",sr_legacy_food,1,2019-04-01,1552.0,23.24,29.68,2.79,0.0
172177,"Cheese, brie",sr_legacy_food,1,2019-04-01,334.0,20.75,27.68,0.45,0.0
172178,"Cheese, camembert",sr_legacy_food,1,2019-04-01,1253.0,19.8,24.26,0.46,0.0
172179,"Cheese, cottage, creamed, large or small curd",sr_legacy_food,1,2019-04-01,412.0,11.12,4.3,3.38,0.0
172180,"Cheese, cottage, creamed, with fruit",sr_legacy_food,1,2019-04-01,97.0,10.69,3.85,4.61,0.2
172181,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",sr_legacy_food,1,2019-04-01,72.0,10.34,0.29,6.66,0.0
172182,"Cheese, cottage, lowfat, 2% milkfat",sr_legacy_food,1,2019-04-01,81.0,10.45,2.27,4.76,0.0
172183,"Egg, white, raw, fresh",sr_legacy_food,1,2019-04-01,216.0,10.9,0.17,0.73,0.0
172184,"Egg, yolk, raw, fresh",sr_legacy_food,1,2019-04-01,322.0,15.86,26.54,3.59,0.0
172185,"Egg, whole, cooked, omelet",sr_legacy_food,1,2019-04-01,643.0,10.57,11.66,0.64,0.0
172186,"Egg, whole, cooked, poached",sr_legacy_food,1,2019-04-01,143.0,12.51,9.47,0.71,0.0
172187,"Egg, whole, cooked, scrambled",sr_legacy_food,1,2019-04-01,621.0,9.99,10.98,1.61,0.0
172188,"Egg, whole, dried",sr_legacy_food,1,2019-04-01,2476.0,48.05,43.9,1.13,0.0
172189,"Egg, duck, whole, fresh, raw",sr_legacy_food,1,2019-04-01,776.0,12.81,13.77,1.45,0.0
172190,"Egg, goose, whole, fresh, raw",sr_legacy_food,1,2019-04-01,775.0,13.87,13.27,1.35,0.0
172191,"Egg, quail, whole, fresh, raw",sr_legacy_food,1,2019-04-01,663.0,13.05,11.09,0.41,0.0
172192,"Egg, turkey, whole, fresh, raw",sr_legacy_food,1,2019-04-01,716.0,13.68,11.88,1.15,0.0
172193,"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids, without added vitamin A",sr_legacy_food,1,2019-04-01,232.0,3.95,1.98,5.49,0.0
172194,"Milk, canned, evaporated, with added vitamin A",sr_legacy_food,1,2019-04-01,134.0,6.81,7.56,10.04,0.0
172195,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D",sr_legacy_food,1,2019-04-01,1516.0,36.16,0.77,51.98,0.0
172196,"Milk, dry, nonfat, instant, without added vitamin A and vitamin D",sr_legacy_food,1,2019-04-01,358.0,35.1,0.72,52.19,0.0
172197,"Cheese, goat, hard type",sr_legacy_food,1,2019-04-01,1891.0,30.52,35.59,2.17,0.0
172198,"Cheese substitute, mozzarella",sr_legacy_food,1,2019-04-01,1038.0,11.47,12.22,23.67,0.0
172199,"Yogurt, Greek, 2% fat, mango, CHOBANI",sr_legacy_food,1,2019-04-01,93.0,7.64,1.69,11.84,0.5
172200,"Cheese sauce, prepared from recipe",sr_legacy_food,1,2019-04-01,197.0,10.33,14.92,5.48,0.1
172201,"Cheese, mexican, queso anejo",sr_legacy_food,1,2019-04-01,373.0,21.44,29.98,4.63,0.0
172202,"Egg, whole, raw, frozen, pasteurized (Includes foods for USDA's Food Distribution Program)",sr_legacy_food,1,2019-04-01,616.0,12.33,9.95,1.01,0.0
172203,"Egg, white, raw, frozen, pasteurized",sr_legacy_food,1,2019-04-01,48.0,10.2,0.0,1.04,0.0
172204,"Egg, white, dried",sr_legacy_food,1,2019-04-01,1598.0,81.1,0.0,7.8,0.0
172205,"Milk, reduced fat, fluid, 2% milkfat, without added vitamin A and vitamin D",sr_legacy_food,1,2019-04-01,210.0,3.3,1.98,4.8,0.0
172206,"Parmesan cheese topping, fat free",sr_legacy_food,1,2019-04-01,370.0,40.0,5.0,40.0,0.0
172207,"Cheese, cream, fat free",sr_legacy_food,1,2019-04-01,441.0,15.69,1.0,7.66,0.0
172208,"Yogurt, chocolate, nonfat milk",sr_legacy_food,1,2019-04-01,112.0,3.53,0.0,23.53,1.2
172209,KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce,sr_legacy_food,1,2019-04-01,1155.0,12.0,21.0,9.2,0.3
172210,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,sr_legacy_food,1,2019-04-01,636.0,4.5,12.0,6.5,0.1
172211,KRAFT BREAKSTONE'S FREE Fat Free Sour Cream,sr_legacy_food,1,2019-04-01,381.0,4.7,1.3,15.1,0.0
172212,"Cream, half and half, fat free",sr_legacy_food,1,2019-04-01,59.0,2.6,1.4,9.0,0.0
172213,Reddi Wip Fat Free Whipped Topping,sr_legacy_food,1,2019-04-01,149.0,3.0,5.0,25.0,0.4
172214,"Cream substitute, flavored, powdered",sr_legacy_food,1,2019-04-01,2018.0,0.68,21.47,75.42,1.2
172215,"Cheese, provolone, reduced fat",sr_legacy_food,1,2019-04-01,274.0,24.7,17.6,3.5,0.0
172216,"Cheese, Mexican, blend, reduced fat",sr_legacy_food,1,2019-04-01,1181.0,24.69,19.4,3.41,0.0
172217,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",sr_legacy_food,1,2019-04-01,256.0,3.15,3.27,4.78,0.0
172218,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D",sr_legacy_food,1,2019-04-01,440.0,4.86,1.41,18.6,0.0
172219,"Yogurt, vanilla, low fat, fortified with vitamin D",sr_legacy_food,1,2019-04-01,85.0,4.93,1.25,13.8,0.0
172220,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener, fortified with vitamin D",sr_legacy_food,1,2019-04-01,180.0,3.86,0.18,7.5,0.0
172221,"Yogurt, chocolate, nonfat milk, fortified with vitamin D",sr_legacy_food,1,2019-04-01,112.0,3.53,0.0,23.53,1.2
172222,"Cheese, dry white, queso seco",sr_legacy_food,1,2019-04-01,1361.0,24.51,24.35,2.04,
172223,"Cheese, fresh, queso fresco",sr_legacy_food,1,2019-04-01,299.0,18.09,23.82,2.98,0.0
172224,"Cheese, white, queso blanco",sr_legacy_food,1,2019-04-01,1299.0,20.38,24.31,2.53,
172225,"Milk, buttermilk, fluid, whole",sr_legacy_food,1,2019-04-01,260.0,3.21,3.31,4.88,0.0
172226,Ice cream sandwich,sr_legacy_food,1,2019-04-01,237.0,4.29,8.57,37.14,0.0
172227,Ice cream cookie sandwich,sr_legacy_food,1,2019-04-01,1003.0,3.7,7.4,39.6,1.2
172228,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",sr_legacy_food,1,2019-04-01,354.0,5.21,21.88,34.38,1.0
172229,"Ice cream sandwich, made with light ice cream, vanilla",sr_legacy_food,1,2019-04-01,777.0,4.29,3.04,39.64,0.0
172230,"Ice cream sandwich, vanilla, light, no sugar added",sr_legacy_food,1,2019-04-01,200.0,5.71,2.86,42.86,7.1
172231,"Spices, turmeric, ground",sr_legacy_food,2,2019-04-01,312.0,9.68,3.25,67.14,22.7
172232,"Basil, fresh",sr_legacy_food,2,2019-04-01,23.0,3.15,0.64,2.65,1.6
172233,"Dill weed, fresh",sr_legacy_food,2,2019-04-01,180.0,3.46,1.12,7.02,2.1
172234,"Mustard, prepared, yellow",sr_legacy_food,2,2019-04-01,253.0,3.74,3.34,5.83,4.0
172235,"Vanilla extract, imitation, alcohol",sr_legacy_food,2,2019-04-01,992.0,0.05,0.0,2.41,0.0
172236,"Vanilla extract, imitation, no alcohol",sr_legacy_food,2,2019-04-01,56.0,0.03,0.0,14.4,0.0
172237,"Vinegar, distilled",sr_legacy_food,2,2019-04-01,76.0,0.0,0.0,0.04,0.0
172238,"Capers, canned",sr_legacy_food,2,2019-04-01,23.0,2.36,0.86,4.89,3.2
172239,"Spearmint, dried",sr_legacy_food,2,2019-04-01,1192.0,19.93,6.03,52.04,29.8
172240,"Vinegar, red wine",sr_legacy_food,2,2019-04-01,19.0,0.04,0.0,0.27,0.0
172241,"Vinegar, balsamic",sr_legacy_food,2,2019-04-01,88.0,0.49,0.0,17.03,
172242,"Seasoning mix, dry, sazon, coriander & annatto",sr_legacy_food,2,2019-04-01,0.0,0.0,0.0,0.0,0.0
172243,"Seasoning mix, dry, taco, original",sr_legacy_food,2,2019-04-01,322.0,4.5,0.0,58.0,13.3
172244,"Babyfood, meat, beef, junior",sr_legacy_food,3,2019-04-01,337.0,12.03,2.52,2.43,0.0
172245,"Babyfood, meat, veal, strained",sr_legacy_food,3,2019-04-01,81.0,13.12,2.45,1.51,0.0
172246,"Babyfood, meat, pork, strained",sr_legacy_food,3,2019-04-01,518.0,14.0,7.1,0.0,0.0
172247,"Babyfood, meat, ham, strained",sr_legacy_food,3,2019-04-01,97.0,11.3,3.8,3.7,0.0
172248,"Babyfood, meat, chicken, junior",sr_legacy_food,3,2019-04-01,146.0,14.0,9.6,0.0,0.0
172249,"Babyfood, meat, chicken sticks, junior",sr_legacy_food,3,2019-04-01,787.0,14.6,14.4,1.5,0.2
172250,"Babyfood, meat, turkey, strained",sr_legacy_food,3,2019-04-01,463.0,11.5,6.2,1.4,0.0
172251,"Babyfood, meat, turkey, junior",sr_legacy_food,3,2019-04-01,111.0,11.5,6.2,1.4,0.0
172252,"Babyfood, finger snacks, GERBER, GRADUATES, PUFFS, apple and cinnamon",sr_legacy_food,3,2019-04-01,344.0,6.19,2.3,85.79,3.8
172253,"Babyfood, water, bottled, GERBER, without added fluoride",sr_legacy_food,3,2019-04-01,0.0,0.0,0.0,0.0,0.0
172254,"Babyfood, GERBER, 3rd Foods, apple, mango and kiwi",sr_legacy_food,3,2019-04-01,201.0,0.47,0.0,12.88,2.0
172255,"Babyfood, tropical fruit medley",sr_legacy_food,3,2019-04-01,46.0,0.31,0.14,12.22,1.3
172256,"Babyfood, dinner, vegetables and dumplings and beef, strained",sr_legacy_food,3,2019-04-01,201.0,2.0,0.9,7.7,
172257,"Babyfood, ravioli, cheese filled, with tomato sauce",sr_legacy_food,3,2019-04-01,414.0,3.6,2.2,16.3,0.1
172258,"Babyfood, dinner, beef noodle, strained",sr_legacy_food,3,2019-04-01,264.0,2.44,2.26,8.18,1.3
172259,"Babyfood, macaroni and cheese, toddler",sr_legacy_food,3,2019-04-01,344.0,3.5,2.6,11.2,0.5
172260,"Babyfood, dinner, beef and rice, toddler",sr_legacy_food,3,2019-04-01,343.0,5.0,2.9,8.8,
172261,"Babyfood, dinner, beef with vegetables",sr_legacy_food,3,2019-04-01,402.0,2.03,6.93,6.36,1.8
172262,"Babyfood, dinner, vegetables and lamb, junior",sr_legacy_food,3,2019-04-01,213.0,2.1,1.7,7.1,1.1
172263,"Babyfood, dinner, chicken noodle, strained",sr_legacy_food,3,2019-04-01,311.0,3.53,3.22,7.81,1.7
172264,"Babyfood, dinner, chicken noodle, junior",sr_legacy_food,3,2019-04-01,74.0,3.53,3.23,7.8,1.7
172265,"Babyfood, dinner, vegetables, noodles and chicken, junior",sr_legacy_food,3,2019-04-01,268.0,1.7,2.2,9.1,1.1
